64.504,4.4131,4.5633,-23.822,7.7706,-4.1183,-5.7205,7.5157,-6.6508,-12.474,6.4354,0.26231,-1.9295,-9.5175,-8.8698,2.6768,2.0703,3.1718,-15.046,0.93731,-18.898,-0.12766,3.0442,1.0304,4.6322,-4.5524,-0.2143,-1.186,8.1372,9.4068,1.7452,12.075,-8.3709,3.4219,11.927,-6.5292,4.6561,0.63209,5.2763,-1.2236,8.7384,-9.9476,-3.3432,0.68772,1.3082,-2.6002,3.9731,3.2563,-5.1809,3.2052,4.5475,-7.8888,-3.8584,-5.1063,-1.7116,-5.4134,2.9031,-0.71931,9.1255,2.498,-0.99513,6.9408,3.7008,-5.4651,-18.188,-1.1377,-4.0455,9.2221,-2.213,-1.6007,-6.1527,-8.4769,-9.2333,4.6388,-1.9535,-4.413,-8.9845,-4.4587,10.195,-5.6363,-2.5652,3.6974,-6.5497,1.0512,8.4685,11.412,3.6628,5.4441,14.151,1.6472,0.63886,2.3342,4.1747,9.0905,-1.2467,4.315
4.4131,103.81,14.099,-14.257,4.4028,5.6859,16.823,4.1477,-1.777,12.736,9.8114,7.1283,2.6966,-4.8661,12.002,-4.87,-0.03091,6.5894,3.5426,-8.8112,-3.582,2.3767,-5.2135,-10.162,18.106,-5.5557,13.465,4.9591,-14.147,-8.5275,6.5126,-19.886,-3.3443,-0.96609,-11.661,-10.265,0.17822,-10.062,5.184,-3.0772,11.661,6.8837,26.151,23.752,-2.446,-4.2782,2.4807,8.6695,-7.18,-1.0723,9.1229,6.1941,4.5232,13.006,0.20183,17.265,7.0214,-11.742,-7.237,-6.6705,-0.022706,-12.735,12.124,10.593,-7.3714,-4.7816,16.997,8.3358,-11.819,2.2205,13.069,0.70679,10.092,-10.578,4.0923,19.339,10.95,-3.791,-16.2,16.615,0.80507,12.678,-1.3306,-5.2249,23.127,-19.662,-14.631,-1.0441,-9.8861,-2.6795,18.064,-5.6221,-8.571,7.233,-2.8948,4.5351
4.5633,14.099,105.91,-21.24,-3.6325,8.577,-7.2462,3.7603,-2.4753,-6.099,-1.4728,-7.721,10.42,-4.244,16.027,-0.57671,-8.903,-4.3882,3.3246,-0.39135,-0.041244,3.9627,-3.6804,-8.9151,1.7647,7.9405,23.496,7.6432,-21.16,-19.622,3.236,9.3416,-1.7859,-9.2722,-12.082,0.19924,3.9404,0.088905,-20.493,-5.6834,13.353,1.1132,-2.078,25.208,-4.0881,-9.6424,8.1012,11.445,-14.282,-3.6604,22.149,1.2232,12.978,7.968,13.858,-3.036,-15.235,2.8847,11.941,-28.365,21.82,6.6916,-12.614,-1.0417,9.7251,4.9848,-14.33,-6.1763,3.9771,-13.399,9.0452,-4.5262,17.996,-21.405,-16.869,-9.3746,-12.339,1.3351,-12.675,-4.1734,-0.71003,4.9822,-9.4425,3.7982,-3.8088,-8.0222,-7.549,-9.3581,-6.9551,3.5793,-4.4756,0.11236,-7.8301,-12.298,8.9543,-12.458
-23.822,-14.257,-21.24,88.152,-4.2634,8.9737,10.935,-17.481,17.703,3.1504,-4.9059,-3.5464,4.2878,-5.7624,-16.411,-9.7032,11.042,-1.3324,-0.99834,-1.4274,18.874,7.1677,-7.545,-3.3511,-2.0623,9.9431,-5.0817,-6.3445,1.6896,8.4399,4.452,-5.3425,1.5552,2.0083,-9.7471,-2.9475,-12.564,-6.3239,-12.95,9.1791,-15.973,7.0662,11.645,-14.671,-1.6993,21.85,-9.4258,0.41812,-1.2709,5.0003,8.8683,1.0789,2.4718,-2.9228,-4.7587,0.88894,0.26053,-0.93073,-2.6292,10.985,-4.6728,-7.2729,8.1059,-0.73508,5.7772,3.5515,4.1436,-0.22623,-0.6016,3.6988,3.2458,-1.1749,2.6568,-1.1452,10.507,5.6545,5.214,-6.7995,3.5525,10.617,-0.81205,-9.8244,7.8319,-15.988,2.8331,-9.7996,-1.4877,-2.148,3.5911,2.7642,-5.4783,-7.2512,-7.6585,1.8048,0.80974,25.696
7.7706,4.4028,-3.6325,-4.2634,93.032,-2.0923,5.1363,-3.0688,10.917,2.78,-18.696,-8.3402,0.80733,-2.8374,-8.7947,22.145,4.8477,4.5152,-2.4896,5.453,1.6098,-10.476,3.2803,9.3253,7.1773,-5.2105,-4.421,-5.8795,1.3145,-0.78724,-4.1113,5.6115,-6.0084,-12.939,-10.107,2.8618,14.305,0.60807,-1.3379,0.5075,12.498,-11.351,-8.9854,-4.8542,9.7956,-6.8867,-6.7194,0.84554,-28.047,-3.2539,7.3447,12.492,10.002,7.1459,-1.1655,-6.6523,-11.977,-5.9985,0.03283,14.582,-7.4592,2.0577,7.9475,-0.18227,-1.6517,6.4572,0.83546,10.765,0.33718,4.7262,-9.588,1.1603,-18.046,7.8582,14.088,1.3713,13.916,5.3599,-9.5165,-3.9236,-6.065,-4.5472,4.2207,2.4542,0.41526,5.3403,5.9703,15.675,-16.319,15.861,11.119,0.14879,4.2042,-5.1566,-1.005,-6.9501
-4.1183,5.6859,8.577,8.9737,-2.0923,101.17,21.235,1.1078,9.6739,17.302,2.2632,-3.8273,30.877,-11.991,-4.7667,10.872,-3.0873,6.0302,15.93,-16.12,0.87569,-4.9539,-6.8798,-9.0725,10.209,8.9428,-27.056,-2.4747,9.5108,5.3936,-9.6008,-4.241,14.701,3.9303,-9.1191,0.78968,-14.75,13.572,7.27,11.241,-0.13757,-18.115,-0.15784,-2.1456,0.64347,-3.2077,-17.501,-9.7937,-15.403,-11.815,8.3793,-1.6821,3.0888,0.10862,2.8397,5.8679,0.44779,-3.9155,-9.4695,-0.12265,-16.172,-0.29988,-2.2258,2.2916,-7.4744,-4.395,-3.0677,-5.5393,-4.8159,-1.013,6.4185,6.6503,-4.1566,-4.9997,15.954,-1.1931,-3.7705,6.8038,-9.6473,-11.505,-12.253,6.9039,3.7526,15.465,-4.0942,-3.3759,8.7721,-12.53,8.7921,-17.311,-6.3146,8.7185,-20.26,0.28108,-1.5219,4.3878
-5.7205,16.823,-7.2462,10.935,5.1363,21.235,81.671,-11.622,27.839,3.8909,5.8493,2.6901,5.9109,-2.6296,-9.5188,-11.043,-8.6432,-0.60423,11.773,-4.2245,-2.4671,-1.2891,-8.0566,-7.1733,-1.0591,10.938,7.7156,24.552,-2.9939,-0.032143,-2.8419,9.6148,3.1075,-3.7126,-9.4484,9.2354,-9.6371,0.75262,10.169,3.9378,-18.221,9.4453,8.8245,-2.7104,14.123,15.038,-2.8761,14.719,-3.9818,-3.4778,7.2052,3.0017,-6.695,8.4661,4.5954,8.1171,12.152,4.1198,-7.9099,9.599,-12.923,-6.023,-17.197,2.4894,-1.8682,-3.4361,-11.449,-5.3076,-2.1307,2.1112,-2.3439,12.133,11.221,7.7596,-13.039,12.789,17.1,5.1214,-10.465,16.232,-1.5473,-2.0708,1.027,4.3311,15.145,-14.88,-17.429,5.0947,16.472,3.7184,-5.2822,2.2503,-18.134,-0.26646,-3.6464,13.201
7.5157,4.1477,3.7603,-17.481,-3.0688,1.1078,-11.622,111.61,-2.1752,0.91148,1.6807,9.7632,31.549,-7.5564,15.63,17.313,-8.0564,3.1011,10.703,-10.482,-3.665,6.1515,14.446,12.051,0.79879,-8.4362,6.077,10.674,9.1144,27.376,-13.895,-4.8415,-1.7522,-7.0097,0.31533,-0.77263,11.317,-10.047,-6.6009,1.5015,-16.187,0.080433,-12.109,-1.1901,1.1929,-22.681,-19.203,9.0139,-8.9508,1.6737,-14.168,2.1341,-4.2157,-5.0883,10.905,1.8246,15.386,-8.7428,10.105,18.048,-15.716,-6.5235,-5.7296,-0.3847,-9.4766,9.874,4.659,7.2813,12.903,18.975,8.1225,-17.991,7.2169,0.62497,-9.7833,-10.589,4.7773,3.779,9.838,-5.6803,-10.611,19.486,-6.8093,8.5709,8.2769,20.722,1.5847,3.1408,6.7187,15.329,13.727,-0.92877,12.596,5.8412,-14.283,5.323
-6.6508,-1.777,-2.4753,17.703,10.917,9.6739,27.839,-2.1752,89.682,-10.36,2.65,-7.1296,3.0597,9.7244,-1.9634,-6.4061,-11.606,-8.331,9.0817,-1.8275,8.149,2.2674,-10.76,5.5924,-12.325,18.136,-6.1498,9.3881,-2.231,-10.515,6.663,22.652,-4.2707,-12.778,-4.5177,3.9299,10.902,0.21088,-5.3307,-8.0086,-13.756,11.622,3.8089,-10.685,13.043,8.9464,-12.542,-2.5987,-6.0229,2.7557,9.7762,10.803,-3.1065,-2.6326,5.6501,-6.8129,0.4581,-19.875,-13.322,6.4739,-0.94002,-6.4715,-14.611,-1.8161,3.0946,0.88717,3.5239,6.96,-7.5473,-12.561,10.284,-1.3018,13.648,-5.2179,-3.0255,7.028,14.414,10.41,7.9918,-11.957,-3.5133,-12.423,-6.2854,-5.5079,10.974,-11.501,-7.977,7.6638,-4.4472,-2.1799,1.307,-5.9517,-7.4601,-12.977,9.4938,-2.9376
-12.474,12.736,-6.099,3.1504,2.78,17.302,3.8909,0.91148,-10.36,102.87,-0.74194,-2.3877,-14.148,20.208,8.8546,-0.22791,-1.573,3.3002,0.55533,-2.1304,-5.9341,-0.11049,13.357,-9.9077,13.707,3.9407,-10.077,-10.598,3.7767,9.2524,10.903,-12.091,15.273,-14.694,-15.097,-4.6311,-15.467,9.7275,19.72,-0.93062,-5.0362,-19.665,-0.083445,-4.7317,-14.071,-10.72,7.6925,16.968,-8.3814,0.76951,-4.9606,-0.94731,-1.3186,-5.3966,5.7254,-11.83,11.969,-0.99179,13.666,3.4695,5.8229,-7.9366,17.78,3.8836,-6.5362,3.7002,-11.234,2.0481,-5.596,14.11,-8.7597,-11.128,7.4512,-8.5031,19.146,1.17,1.7007,6.8377,-22.057,3.9285,1.098,-4.4725,10.94,-5.5083,-2.2303,1.2804,17.148,-0.9684,18.881,21.879,8.8465,13.866,6.3211,4.0247,-13.888,26.656
