   1.2870776e+01, -2.8761405e-01,  -5.3491455e+00,  -5.7315084e+00,   7.7796497e-02,  -2.0967098e+00,   1.6533871e+00,  -6.3162106e+00,   1.8749406e-01,   3.5153549e+00,   1.9929088e+00,   1.1429242e+00,  -2.7102601e+00,  -1.3759341e-01,   4.9694421e-01,  -5.1556335e+00,   2.7158366e-02,   1.9677803e+00,
  -2.8761405e-01,  1.3209027e+01,   2.4529489e+00,   6.2492852e-01,  -6.3488285e+00,   3.2463993e+00,   5.5976173e+00,  -4.9511143e+00,  -2.9383551e-01,   4.7038672e+00,  -3.9584886e+00,   7.2898997e+00,  -7.6800985e+00,  -4.9410346e+00,  -7.8019746e+00,   1.0404658e+01,  -4.6173749e-01,  -4.2909633e+00,
  -5.3491455e+00,  2.4529489e+00,   2.1232586e+01,  -9.9421012e-01,  -7.0935931e-01,  -4.8609475e+00,   8.5536837e+00,  -3.4873389e+00,  -2.5735148e+00,  -1.6880020e+00,  -2.5848727e+00,   3.5736218e+00,   2.4664580e-01,   1.9552881e+00,  -2.1585382e+00,   1.0203941e+01,   3.1656181e-01,  -2.9205275e+00,
  -5.7315084e+00,  6.2492852e-01,  -9.9421012e-01,   1.4784359e+01,  -5.3233874e-01,  -1.2489541e+00,  -3.9917931e+00,   2.5931328e+00,  -1.5848658e+00,  -2.1845420e+00,  -4.9508683e+00,  -3.3185769e+00,  -9.5681508e+00,  -1.9708068e+00,  -8.1152751e-01,  -2.0058658e+00,   4.1000071e+00,  -3.0618310e+00,
   7.7796497e-02, -6.3488285e+00,  -7.0935931e-01,  -5.3233874e-01,   7.5929963e+00,   8.4015664e-01,  -6.2880027e-01,   7.6487745e-01,   7.3398199e-01,   6.8840094e-01,   1.0464536e+00,  -5.1478988e+00,   4.8600379e-01,   4.7040510e+00,   6.1803776e+00,  -4.0395302e+00,   1.4297748e+00,  -2.3782408e+00,
  -2.0967098e+00,  3.2463993e+00,  -4.8609475e+00,  -1.2489541e+00,   8.4015664e-01,   2.0854206e+01,   9.3783407e-01,   3.9812150e+00,   3.9562009e+00,   2.2725645e+00,  -2.3750541e-01,   3.5889323e+00,  -4.6853606e+00,  -5.5118082e+00,   6.1347479e+00,  -2.2022158e+00,  -1.2185738e+00,  -9.8994352e+00,
   1.6533871e+00,  5.5976173e+00,   8.5536837e+00,  -3.9917931e+00,  -6.2880027e-01,   9.3783407e-01,   1.2561405e+01,  -2.5517373e+00,   2.0361679e+00,   3.9419873e+00,  -3.4304738e+00,   7.0808403e+00,  -5.3405911e+00,  -2.3473640e+00,  -2.0606725e+00,   9.6208333e+00,  -1.2885057e+00,  -3.2586969e+00,
  -6.3162106e+00, -4.9511143e+00,  -3.4873389e+00,   2.5931328e+00,   7.6487745e-01,   3.9812150e+00,  -2.5517373e+00,   2.0012813e+01,   3.4995616e+00,  -6.2233278e+00,  -5.6707191e-02,  -2.7353023e+00,   2.1388893e+00,  -3.9848206e+00,   6.6080583e+00,  -6.1446882e+00,   1.7327572e+00,   5.9033033e+00,
   1.8749406e-01, -2.9383551e-01,  -2.5735148e+00,  -1.5848658e+00,   7.3398199e-01,   3.9562009e+00,   2.0361679e+00,   3.4995616e+00,   6.3652241e+00,  -2.5262669e+00,   6.4907505e-01,   4.1178734e+00,  -2.2157804e+00,   1.5658601e-01,   5.7084996e+00,   9.6030289e-01,  -4.8846195e+00,   1.2615959e-01,
   3.5153549e+00,  4.7038672e+00,  -1.6880020e+00,  -2.1845420e+00,   6.8840094e-01,   2.2725645e+00,   3.9419873e+00,  -6.2233278e+00,  -2.5262669e+00,   1.3942094e+01,  -7.2965406e+00,   2.0977205e+00,  -5.9418417e+00,  -7.7349659e+00,  -2.8349360e+00,   4.6419742e+00,   1.6547069e+00,  -6.6159228e+00,
   1.9929088e+00, -3.9584886e+00,  -2.5848727e+00,  -4.9508683e+00,   1.0464536e+00,  -2.3750541e-01,  -3.4304738e+00,  -5.6707191e-02,   6.4907505e-01,  -7.2965406e+00,   1.9955376e+01,  -5.8944727e+00,   1.0565189e+01,   7.7681476e+00,   6.5307099e+00,  -4.0249111e+00,  -4.7250480e+00,   8.2293009e+00,
   1.1429242e+00,  7.2898997e+00,   3.5736218e+00,  -3.3185769e+00,  -5.1478988e+00,   3.5889323e+00,   7.0808403e+00,  -2.7353023e+00,   4.1178734e+00,   2.0977205e+00,  -5.8944727e+00,   1.5520981e+01,  -8.8546757e+00,  -4.4146978e+00,  -5.9530969e+00,   7.8186310e+00,  -6.7673292e+00,  -2.7898624e+00,
  -2.7102601e+00, -7.6800985e+00,   2.4664580e-01,  -9.5681508e+00,   4.8600379e-01,  -4.6853606e+00,  -5.3405911e+00,   2.1388893e+00,  -2.2157804e+00,  -5.9418417e+00,   1.0565189e+01,  -8.8546757e+00,   3.2825131e+01,   2.0965656e+00,   1.7074334e+00,  -1.4380378e+00,  -1.6993001e+00,   1.1578407e+01,
  -1.3759341e-01, -4.9410346e+00,   1.9552881e+00,  -1.9708068e+00,   4.7040510e+00,  -5.5118082e+00,  -2.3473640e+00,  -3.9848206e+00,   1.5658601e-01,  -7.7349659e+00,   7.7681476e+00,  -4.4146978e+00,   2.0965656e+00,   1.9862446e+01,  -3.4009192e+00,  -2.9325561e+00,  -5.5180185e-01,   1.1019699e+00,
   4.9694421e-01, -7.8019746e+00,  -2.1585382e+00,  -8.1152751e-01,   6.1803776e+00,   6.1347479e+00,  -2.0606725e+00,   6.6080583e+00,   5.7084996e+00,  -2.8349360e+00,   6.5307099e+00,  -5.9530969e+00,   1.7074334e+00,  -3.4009192e+00,   2.9685870e+01,  -8.2520586e+00,  -5.4039382e+00,   4.8532724e+00,
  -5.1556335e+00,  1.0404658e+01,   1.0203941e+01,  -2.0058658e+00,  -4.0395302e+00,  -2.2022158e+00,   9.6208333e+00,  -6.1446882e+00,   9.6030289e-01,   4.6419742e+00,  -4.0249111e+00,   7.8186310e+00,  -1.4380378e+00,  -2.9325561e+00,  -8.2520586e+00,   2.1759763e+01,  -2.0899591e+00,  -6.5331163e+00,
   2.7158366e-02, -4.6173749e-01,   3.1656181e-01,   4.1000071e+00,   1.4297748e+00,  -1.2185738e+00,  -1.2885057e+00,   1.7327572e+00,  -4.8846195e+00,   1.6547069e+00,  -4.7250480e+00,  -6.7673292e+00,  -1.6993001e+00,  -5.5180185e-01,  -5.4039382e+00,  -2.0899591e+00,   1.4764567e+01,  -6.7613744e+00,
   1.9677803e+00, -4.2909633e+00,  -2.9205275e+00,  -3.0618310e+00,  -2.3782408e+00,  -9.8994352e+00,  -3.2586969e+00,   5.9033033e+00,   1.2615959e-01,  -6.6159228e+00,   8.2293009e+00,  -2.7898624e+00,   1.1578407e+01,   1.1019699e+00,   4.8532724e+00,  -6.5331163e+00,  -6.7613744e+00,   2.3302500e+01,
